image_name,crop_path,detection_index,detection_confidence,predicted_species,classifier_confidence,daac_score
5858bf4a-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/5858bf4a-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8617233633995056,raccoon,0.9596635103225708,0.20001016397885893
5858bfd2-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/5858bfd2-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.6293087601661682,raccoon,0.5786296725273132,0.2
5858bffe-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/5858bffe-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.6976189613342285,raccoon,0.9988975524902344,0.20000787742723228
5858bffe-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/5858bffe-23d2-11e8-a6a3-ec086b02610b_crop1.jpg,1,0.6326473951339722,raccoon,0.5642925500869751,0.20001006593185364
5858bffe-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/5858bffe-23d2-11e8-a6a3-ec086b02610b_crop2.jpg,2,0.5486595630645752,raccoon,0.8919022083282471,0.20004873294346978
5858bffe-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/5858bffe-23d2-11e8-a6a3-ec086b02610b_crop3.jpg,3,0.5104871988296509,raccoon,0.9755245447158813,0.2
5858c1a6-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/5858c1a6-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.9335302710533142,raccoon,0.9981655478477478,0.2000019371585758
5858c202-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/coyote/5858c202-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.9256026148796082,coyote,0.9969677329063416,0.20000930384016002
5858c235-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/5858c235-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8683282136917114,raccoon,0.9982708692550659,0.2
5858c2ee-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/5858c2ee-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8083668351173401,opossum,0.999748170375824,0.20002537990545985
585a62c7-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/mountain_lion/585a62c7-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.3502488434314728,deer,0.9011101126670837,0.20001392369813423
585a62d6-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/bobcat/585a62d6-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8073366284370422,bobcat,0.9997596144676208,0.20000083477593047
585a62d6-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/bobcat/585a62d6-23d2-11e8-a6a3-ec086b02610b_crop1.jpg,1,0.6175235509872437,bobcat,0.9523530006408691,0.20000020719720202
585a6300-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/bobcat/585a6300-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8646717667579651,bobcat,0.9999876022338867,0.2000063625373799
585a6321-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/coyote/585a6321-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.9444764852523804,coyote,0.9999935626983643,0.20000135040241993
585a633c-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585a633c-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8112815022468567,opossum,0.9873421788215637,0.20000212395395267
585a6370-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/deer/585a6370-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.9433958530426025,deer,0.9988275170326233,0.2
585a6371-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585a6371-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8682891130447388,opossum,0.9999901056289673,0.2
585a641f-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585a641f-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.4627222418785095,opossum,0.4267009198665619,0.20002119991520034
585a6427-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/coyote/585a6427-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.5539333820343018,coyote,0.9999579191207886,0.20000124557044013
585a64be-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585a64be-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.6589080691337585,opossum,0.9999923706054688,0.2
585a64be-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585a64be-23d2-11e8-a6a3-ec086b02610b_crop1.jpg,1,0.47309818863868713,opossum,0.8912040591239929,0.2000136878486124
585a64be-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585a64be-23d2-11e8-a6a3-ec086b02610b_crop2.jpg,2,0.3027186095714569,opossum,0.9570990800857544,0.20000057007017563
585a650a-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/bobcat/585a650a-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.83062344789505,bobcat,0.5381801724433899,0.2
585a65b0-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/mountain_lion/585a65b0-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.3112373650074005,mountain_lion,0.847694456577301,0.2
585a65e6-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/coyote/585a65e6-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.9539270997047424,coyote,0.99988853931427,0.2
585c02ff-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585c02ff-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.5740475654602051,opossum,0.986944317817688,0.2
585c02ff-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585c02ff-23d2-11e8-a6a3-ec086b02610b_crop1.jpg,1,0.5632097125053406,opossum,0.8957926034927368,0.20020887658985684
585c02ff-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585c02ff-23d2-11e8-a6a3-ec086b02610b_crop2.jpg,2,0.5128628015518188,opossum,0.9901658892631531,0.2
585c0330-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/585c0330-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.6174328923225403,raccoon,0.9247270822525024,0.2
585c0330-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/585c0330-23d2-11e8-a6a3-ec086b02610b_crop1.jpg,1,0.5170931816101074,raccoon,0.9999061822891235,0.20000607090820788
585c0330-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/585c0330-23d2-11e8-a6a3-ec086b02610b_crop2.jpg,2,0.3259177803993225,raccoon,0.8706346154212952,0.2000165713812246
585c0386-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/raccoon/585c0386-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.9018384218215942,raccoon,0.98440021276474,0.2
585c03d7-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585c03d7-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8485255837440491,opossum,0.9999920129776001,0.20001298083163863
585c03f1-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/deer/585c03f1-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.9674504399299622,deer,0.9961028099060059,0.20000241646093186
585c04ba-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/coyote/585c04ba-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.9725633859634399,coyote,0.9997730851173401,0.2
585c04c0-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/opossum/585c04c0-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.8134574890136719,opossum,0.9999954700469971,0.20000919793966151
585c04ff-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/coyote/585c04ff-23d2-11e8-a6a3-ec086b02610b_crop0.jpg,0,0.5612850189208984,coyote,0.9995798468589783,0.20000248991584085
585c04ff-23d2-11e8-a6a3-ec086b02610b.jpg,data/cropped/coyote/585c04ff-23d2-11e8-a6a3-ec086b02610b_crop1.jpg,1,0.24040798842906952,coyote,0.9993786811828613,0.20000106741243215
